"country","CODE","pop2018","pop2019","pop2020","pop2021","pop2022","pop2023","pop2024","pop2025","pop2026","pop2027","pop2028","pop2029","pop2030","pop2031","pop2032","pop2033","pop2034","pop2035","pop2036","pop2037","pop2038","pop2039","pop2040","pop2041","pop2042","pop2043","pop2044","pop2045","pop2046","pop2047","pop2048","pop2049","pop2050","pop2051","pop2052","pop2053","pop2054","pop2055","pop2056","pop2057","pop2058","pop2059","pop2060","pop2061","pop2062","pop2063","pop2064","pop2065","pop2066","pop2067","pop2068","pop2069","pop2070","Country.code","Continent","endemic","pop2015","HDI","Percent.Urban","urban_dogs_Knoble","rural_dogs_Knoble","total_dogs_Knoble","rural_HDR","urban_HDR","Business.Plan.Phase","cluster","gavi","gavi_2018","prop_urban","p_rabid","p_rabid_n","p_rabid_source","p_rabid_setting","p_seek","p_seek_n","p_receive","p_receive_n","p_complete","p_complete_n","vaccine_paid_by_patient","RIG_usage","RIG_paid_by_patient","ID","ID_prop","tot_dog_pop","dog_pop_setting","cost_first_visit","cost_followup_visit","ID_2015","price_per_vial","price_per_vial_RIG"
"Sao Tome and Principe","STP",208818,213379,218011,222718,227489,232342,237266,242282,247375,252551,257802,263107,268471,273872,279317,284804,290321,295864,301424,307000,312597,318201,323814,329429,335053,340680,346294,351902,357495,363080,368648,374203,379749,385297,390834,396355,401853,407332,412784,418210,423615,429000,434349,439677,444978,450256,455507,460731,465918,471076,476201,481294,486340,"STP","Africa",0,190344,0.509,65,5844,8979,14823,7.4,21.2,NA,"free",TRUE,FALSE,0.65647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,9.6929192609118,7.11042311223789,FALSE,NA,NA
"Saudi Arabia","SAU",33554343,34140662,34709640,35262692,35796030,36311124,36808935,37290305,37756514,38208593,38646705,39070672,39480349,39876559,40259678,40628538,40981439,41317419,41636053,41938531,42227432,42506254,42777611,43042326,43299987,43550350,43792735,44026516,44251739,44468354,44675434,44871764,45056349,45228878,45389177,45536647,45670620,45790676,45896709,45988868,46067330,46132424,46184561,46224061,46251459,46267819,46274424,46272457,46262568,46245377,46221898,46193245,46160345,"SAU","Asia",1,31540372,0.77,83,3495935,372088,3868023,14.3,7.5,"II","endemic",FALSE,FALSE,0.83331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,52.9343596832512,38.7988423505056,FALSE,23.0331105461694,84.4405377076181
"Senegal","SEN",16294270,16743859,17200154,17662986,18131864,18606962,19088521,19576780,20071771,20573592,21082543,21599000,22123230,22655295,23195138,23742785,24298189,24861284,25431934,26009975,26595099,27186954,27785159,28389472,28999548,29614906,30234952,30859185,31487250,32118833,32753518,33390907,34030620,34672365,35315896,35960989,36607455,37255131,37903805,38553326,39203640,39854776,40506694,41159252,41812308,42465830,43119815,43774198,44428853,45083556,45738038,46391971,47045071,"SEN","Africa",1,15129273,0.459,44,312013,1150622,1462635,7.4,21.2,"II","west africa",TRUE,TRUE,0.44065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,4.5722819923258,3.35408339678692,FALSE,NA,NA
"Serbia","SRB",8762027,8733407,8703942,8673359,8641735,8609107,8575593,8541293,8506145,8470018,8432884,8394700,8355445,8315132,8273788,8231444,8188148,8143972,8098940,8053154,8006754,7959923,7912824,7865539,7818124,7770730,7723488,7676522,7629865,7583573,7537662,7492146,7447023,7402311,7357991,7313964,7270097,7226282,7182474,7138684,7094855,7050946,7006907,6962741,6918439,6874045,6829579,6785108,6740648,6696221,6651887,6607704,6563751,"SRB","Europe",1,7098247,0.766,56,606660,485378,1092038,6.5,6.5,NA,"endemic",FALSE,FALSE,0.55668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,6.26909309434366,4.59473903802574,FALSE,29.9154408228735,NA
"Seychelles","SYC",95235,95702,96112,96464,96760,97011,97217,97414,97580,97717,97833,97930,98010,98082,98136,98185,98219,98241,98254,98258,98252,98223,98185,98131,98061,97972,97855,97721,97553,97359,97145,96909,96643,96356,96049,95718,95378,95017,94642,94263,93872,93470,93076,92676,92280,91888,91499,91116,90735,90366,90004,89650,89303,"SYC","Africa",0,92900,0.773,54,2361,5789,8150,7.4,21.2,NA,"free",FALSE,FALSE,0.54214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,39.3227590645005,28.8459490328751,FALSE,NA,NA
"Sierra Leone","SLE",7719729,7883123,8046931,8211069,8375679,8540920,8706972,8873984,9041924,9210650,9379980,9549678,9719531,9889414,10059265,10228964,10398417,10567515,10736157,10904200,11071477,11237831,11403087,11567121,11729839,11891123,12050862,12208952,12365273,12519739,12672291,12822945,12971626,13118294,13262816,13405036,13544775,13681848,13816162,13947666,14076321,14202109,14325016,14444993,14561941,14675792,14786456,14893871,14997966,15098704,15196037,15289930,15380332,"SLE","Africa",1,6453184,0.336,40,121582,523737,645319,7.4,21.2,"I","west africa",TRUE,TRUE,0.40318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,3.36618438717595,2.46932782694785,FALSE,NA,NA
"Singapore","SGP",5791901,5868104,5935053,5991801,6039577,6080859,6119203,6157267,6195856,6234361,6272268,6308561,6342470,6374049,6403636,6431177,6456593,6479855,6500921,6519786,6536433,6550852,6563055,6573038,6580828,6586543,6590274,6592118,6592168,6590442,6586965,6581729,6574759,6566106,6555865,6544175,6531210,6517110,6501970,6485839,6468797,6450915,6432261,6412894,6392876,6372270,6351105,6329449,6307333,6284805,6261878,6238544,6214806,"SGP","Asia",0,5535002,0.866,100,738000,0,738000,14.3,7.5,NA,"free",FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,43.7007785981784,32.0340894919626,FALSE,124.469746483558,NA
"Slovakia","SVK",5449816,5450987,5451400,5451033,5449675,5447152,5443264,5437850,5430883,5422382,5412314,5400672,5387458,5372681,5356439,5338865,5320187,5300586,5280148,5258947,5237153,5214964,5192521,5169928,5147229,5124461,5101655,5078835,5056022,5033234,5010430,4987554,4964542,4941406,4918094,4894549,4870686,4846431,4821771,4796686,4771122,4745024,4718343,4691096,4663307,4635031,4606346,4577326,4548016,4518496,4488877,4459329,4429950,"SVK","Europe",1,5424050,0.834,54,447259,387210,834469,6.5,6.5,NA,"endemic",FALSE,FALSE,0.53468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,9.89505576872722,7.25227689930174,FALSE,28.6916959262977,NA
"Slovenia","SVN",2081260,2081900,2082055,2081765,2081042,2079870,2078221,2076082,2073482,2070454,2067039,2063281,2059211,2054862,2050247,2045396,2040363,2035168,2029852,2024400,2018830,2013147,2007340,2001428,1995413,1989269,1982975,1976540,1969946,1963190,1956274,1949163,1941851,1934353,1926649,1918780,1910751,1902579,1894281,1885871,1877370,1868793,1860175,1851520,1842867,1834236,1825658,1817165,1808777,1800516,1792414,1784491,1776783,"SVN","Europe",1,2063768,0.884,50,157640,159863,317503,6.5,6.5,NA,"endemic",FALSE,FALSE,0.49627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,7.06020352225961,5.17510725572643,FALSE,25.4319476662051,NA
"Solomon Islands","SLB",623281,635254,647297,659413,671590,683861,696220,708678,721249,733918,746700,759576,772545,785610,798763,811975,825243,838538,851855,865184,878507,891808,905073,918279,931433,944506,957477,970329,983052,995652,1008125,1020497,1032777,1044961,1057050,1069046,1080928,1092681,1104327,1115864,1127284,1138607,1149835,1160966,1172006,1182936,1193744,1204437,1215002,1225436,1235730,1245877,1255881,"SLB","Oceania",0,583591,0.51,22,17375,31698,49073,14.3,7.5,NA,"free",TRUE,FALSE,0.22779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,4.12773120927791,3.02689263715427,FALSE,NA,NA
"Somalia","SOM",15181925,15636171,16105174,16589196,17088214,17601387,18127560,18665849,19215918,19777797,20351526,20937235,21535019,22144759,22766243,23399316,24043828,24699613,25366549,26044595,26733772,27434193,28145899,28868760,29602596,30347355,31102953,31869275,32646129,33433209,34230143,35036488,35851792,36675703,37507879,38347878,39195255,40049539,40910365,41777303,42649847,43527437,44409572,45295820,46185811,47079289,47976033,48875776,49778160,50682757,51589203,52497144,53406176,"SOM","Africa",1,10787104,0.284,40,201246,881175,1082421,7.4,21.2,"III","east africa",TRUE,TRUE,0.4003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,7.45266096186521,5.4681897675956,FALSE,NA,NA
"South Africa","ZAF",57398421,58065097,58721229,59365976,59996049,60610627,61208783,61790036,62354046,62901489,63434258,63954945,64465553,64966820,65458712,65941517,66415347,66880284,67336588,67784496,68223898,68654603,69076390,69489280,69893177,70287615,70672007,71045890,71409062,71761505,72103201,72434216,72754583,73064293,73363273,73651446,73928740,74195134,74450606,74695246,74929297,75153084,75366857,75570731,75764692,75948783,76123016,76287421,76442082,76587038,76722197,76847396,76962552,"ZAF","Africa",1,54956920,0.619,65,1679841,2614093,4293934,7.4,21.2,"II","endemic",FALSE,FALSE,0.65295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,10.1645663655018,7.45586247853513,FALSE,35.6153268526185,NA
"South Sudan","SSD",12919053,13263184,13610007,13960428,14314458,14671974,15032440,15395477,15761305,16130267,16502233,16876974,17254367,17634307,18016908,18402372,18790970,19182891,19578154,19976625,20378119,20782386,21189205,21598427,22009951,22423660,22839397,23257015,23676336,24097135,24519204,24942321,25366221,25790726,26215574,26640443,27064973,27488849,27911806,28333629,28754081,29172953,29590035,30005108,30417939,30828276,31235914,31640614,32042173,32440419,32835177,33226311,33613665,"SSD","Africa",1,12478560.2270515,0.408,34,198985.952831845,1116223.97431196,1315209.9271438,NA,NA,"III","east africa",TRUE,TRUE,0.1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,13.9217849083903,10.2147356697484,NA,NA,NA
"Spain","ESP",46397452,46441049,46459219,46449574,46423955,46386885,46345986,46306820,46270109,46233609,46196536,46157408,46115125,46069477,46020920,45969682,45916257,45860815,45803187,45742834,45679133,45611267,45538502,45460397,45376471,45285753,45187130,45079683,44963043,44836913,44700584,44553290,44394558,44224268,44042751,43850540,43648447,43437294,43217650,42990176,42755950,42516227,42272217,42024887,41775202,41524455,41274023,41025211,40779019,40536428,40298705,40067160,39842942,"ESP","Europe",0,46418269,0.878,80,5682953,1458319,7141272,6.5,6.5,NA,"free",FALSE,FALSE,0.79802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,37.3819775003714,27.4008734210242,FALSE,NA,NA
"Sri Lanka","LKA",20950041,21018859,21084042,21145999,21204501,21258732,21307487,21349942,21385841,21415549,21439690,21459185,21474701,21486363,21493979,21497516,21496867,21491895,21482630,21469003,21450633,21427001,21397716,21362744,21322134,21275735,21223391,21165080,21100790,21030795,20955601,20875918,20792352,20705198,20614645,20521025,20424689,20325944,20225056,20122278,20017834,19911952,19804831,19696639,19587500,19477599,19367046,19255946,19144395,19032438,18919992,18806936,18693181,"LKA","Asia",1,20966000,0.691,18,513136,1197027,1710163,14.3,7.5,"I","asia",TRUE,FALSE,0.18407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,5.43492250198178,3.98445100178103,TRUE,5.38,13.8216953413365
"State of Palestine","PSE",5052776,5186790,5322629,5460157,5599139,5739325,5880448,6022270,6164642,6307518,6450860,6594701,6739073,6883904,7029150,7174824,7320996,7467678,7614868,7762499,7910586,8059122,8208074,8357430,8507100,8656996,8807017,8957046,9107004,9256814,9406355,9555524,9704205,9852315,9999752,10146390,10292065,10436636,10580031,10722161,10863015,11002574,11140803,11277675,11413107,11547031,11679366,11810055,11939053,12066295,12191798,12315545,12437518,"PSE","Asia",1,4662884,0.684,73,469278.862938667,79950.5264307692,549229.389369436,NA,NA,NA,"asia",FALSE,FALSE,0.75481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15303521410074,3.0447016324648,NA,NA,NA
"Sudan","SDN",41511526,42514094,43541203,44592440,45666292,46760545,47872430,48999711,50141051,51296028,52464484,53646648,54842478,56051316,57272095,58503852,59745525,60996110,62254963,63521438,64794628,66073569,67357464,68645673,69937787,71233507,72532615,73834917,75140027,76447622,77757697,79070356,80385607,81703192,83022778,84344136,85667046,86991221,88316261,89641704,90967182,92292266,93616439,94939166,96259738,97577324,98890985,100199791,101503078,102800068,104089643,105370527,106641644,"SDN","Africa",1,40096133.7729485,0.408,34,639382.047168155,3586653.02568804,4226035.0728562,7.4,21.2,"III","east africa",TRUE,TRUE,0.34007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,32.8597725812674,24.1099753583611,FALSE,NA,NA
"Suriname","SUR",568301,573085,577752,582296,586707,590977,595108,599095,602926,606611,610141,613514,616728,619782,622677,625407,627981,630385,632633,634711,636632,638402,640018,641482,642806,643990,645016,645908,646655,647273,647753,648129,648399,648567,648641,648623,648520,648327,648041,647674,647229,646701,646101,645421,644670,643846,642953,641991,640948,639848,638683,637443,636137,"SUR","Americas",1,542975,0.68,66,47813,24584,72397,7.5,7.5,NA,"endemic",FALSE,FALSE,0.66015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,21.7387079765634,15.9393197655522,FALSE,NA,NA
"Swaziland","SWZ",1391385,1415414,1439295,1462954,1486380,1509567,1532540,1555332,1577900,1600277,1622466,1644509,1666435,1688252,1709967,1731598,1753160,1774685,1796164,1817596,1838959,1860223,1881370,1902384,1923255,1943943,1964402,1984608,2004530,2024145,2043447,2062416,2081036,2099295,2117164,2134631,2151666,2168275,2184426,2200118,2215348,2230114,2244414,2258249,2271613,2284506,2296922,2308867,2320338,2331331,2341854,2351906,2361476,"SWZ","Africa",1,1286970,0.522,21,12935,136857,149792,7.4,21.2,"II","east africa",FALSE,FALSE,0.21315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,7.22077136194315,5.29654451824526,FALSE,NA,NA
"Sweden","SWE",9982709,10053135,10121686,10188119,10252422,10314825,10375710,10435342,10493845,10551107,10606810,10660539,10712041,10761291,10808532,10854142,10898630,10942470,10985788,11028687,11071464,11114443,11157892,11201901,11246533,11291859,11337945,11384781,11432414,11480747,11529447,11578083,11626301,11673975,11721089,11767487,11813049,11857677,11901302,11943914,11985571,12026368,12066397,12105658,12144207,12182207,12219897,12257434,12294889,12332238,12369556,12406865,12444178,"SWE","Europe",0,9798871,0.904,86,1293677,213842,1507519,6.5,6.5,NA,"free",FALSE,FALSE,0.85964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,47.2219496610862,34.6135424499095,FALSE,NA,NA
"Switzerland","CHE",8544034,8608259,8670535,8731111,8789509,8846072,8901021,8954578,9007018,9058436,9108617,9157185,9203908,9248770,9291930,9333466,9373492,9412115,9449364,9485304,9520093,9553924,9586938,9619178,9650663,9681487,9711755,9741501,9770811,9799607,9827620,9854475,9879901,9903822,9926335,9947458,9967270,9985870,10003266,10019527,10034835,10049420,10063505,10077143,10090390,10103417,10116349,10129335,10142441,10155646,10168863,10181943,10194761,"CHE","Europe",0,8286976,0.903,74,942318,332601,1274919,6.5,6.5,NA,"free",FALSE,FALSE,0.7399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,54.1680287916524,39.7049968789636,FALSE,NA,NA
"Syrian Arab Republic","SYR",18284407,18499181,18924442,19586107,20466483,21475277,22487636,23410906,24211928,24907221,25514968,26072715,26608489,27120835,27597719,28045737,28472807,28885224,29286341,29677328,30059500,30433257,30798944,31158103,31511711,31858600,32196795,32524870,32842724,33150990,33449891,33739798,34021051,34293685,34557725,34813506,35061428,35301808,35534769,35760353,35978642,36189653,36393430,36590004,36779360,36961357,37135834,37302609,37461631,37612865,37756160,37891373,38018375,"SYR","Asia",1,18502413,0.632,58,1422367,547878,1970245,14.3,7.5,"III","endemic",FALSE,FALSE,0.58061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,8.67324172306643,6.35715138980912,FALSE,43.352619340122,NA
"Tajikistan","TJK",9107211,9292000,9475246,9656648,9835989,10013102,10187895,10360358,10530400,10698174,10864265,11029469,11194411,11359262,11524091,11689347,11855513,12022921,12191668,12361646,12532613,12704211,12876073,13048084,13219991,13391114,13560613,13727805,13892383,14054239,14213113,14368845,14521291,14670318,14815895,14958122,15097206,15233335,15366521,15496853,15624619,15750206,15873917,15995855,16116022,16234486,16351289,16466436,16579941,16691758,16801737,16909677,17015383,"TJK","Asia",1,8481855,0.607,27,302881,434283,737164,14.3,7.5,"III","asia",TRUE,TRUE,0.26891,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,FALSE,NA,FALSE,0,NA,NA,3.80813218906719,2.79105340593254,FALSE,NA,NA
"Tanzania","TZA",59091392,60913557,62774619,64673854,66612147,68591196,70613532,72681070,74794078,76952218,79155997,81405880,83702053,86044557,88432938,90866132,93342754,95861531,98421696,101022629,103663322,106342632,109059518,111813197,114602781,117426994,120284409,123173856,126094341,129045371,132026850,135038935,138081621,141154199,144255838,147386143,150544787,153731223,156944759,160184335,163448432,166735278,170043234,173370923,176717329,180081637,183463242,186861214,190274426,193701133,197139230,200586276,204040056,"TZA","Africa",1,53470420,0.466,32,797214,4941823,5739037,7.4,21.2,"II","east africa",TRUE,TRUE,0.32316,0.864583333333333,480,"vet_test",NA,0.747285886610374,1658,0.847457627118644,1239,0.56441717791411,978,TRUE,FALSE,NA,FALSE,0,2316000,NA,6.27090326127299,4.59980196320306,TRUE,14.64,NA
"TFYR Macedonia","MKD",2085051,2086720,2088035,2088955,2089472,2089555,2089175,2088336,2086986,2085130,2082747,2079826,2076350,2072332,2067776,2062712,2057166,2051170,2044743,2037913,2030725,2023251,2015548,2007629,1999528,1991269,1982895,1974422,1965869,1957251,1948564,1939819,1931001,1922129,1913185,1904146,1894996,1885702,1876256,1866657,1856907,1847000,1836928,1826698,1816312,1805781,1795112,1784308,1773392,1762377,1751285,1740155,1729015,"MKD","Europe",1,2078453,0.728,76,242699,77063,319762,6.5,6.5,NA,"endemic",FALSE,FALSE,0.57204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81081021241807,3.52593543482483,NA,NA,NA
"Thailand","THA",69183173,69306160,69410868,69498124,69567505,69620740,69659623,69685486,69699233,69700973,69690112,69665506,69626212,69572239,69503583,69419331,69318316,69199658,69063054,68908559,68736189,68546100,68338474,68113513,67871436,67612500,67337055,67045545,66738552,66416815,66081200,65732697,65372345,65000998,64619697,64230009,63833670,63432268,63026830,62618284,62207926,61797076,61386890,60978249,60571773,60167904,59766873,59368943,58974436,58583741,58197221,57815215,57437935,"THA","Asia",1,67959359,0.682,50,4564513,2358427,6922940,14.3,7.5,"I","endemic",FALSE,FALSE,0.5154,NA,NA,NA,NA,NA,NA,NA,NA,0.58,3844,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,4.76026848395842,3.4898485724228,TRUE,18.1735447936911,75.39
"Timor-Leste","TLS",1324094,1352360,1381400,1411186,1441606,1472627,1504218,1536341,1568990,1602138,1635743,1669749,1704105,1738771,1773737,1808945,1844357,1879943,1915666,1951503,1987438,2023461,2059551,2095702,2131893,2168103,2204289,2240424,2276497,2312518,2348526,2384588,2420760,2457053,2493429,2529883,2566358,2602839,2639303,2675729,2712117,2748430,2784665,2820804,2856799,2892608,2928172,2963441,2998395,3032986,3067186,3100929,3134185,"TLS","Asia",0,1245015,0.495,33,54399,58533,112932,14.3,7.5,NA,"free",TRUE,FALSE,0.33401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,3.84558435713655,2.81917299198367,FALSE,NA,NA
"Togo","TGO",7990926,8186384,8384291,8584627,8787334,8992575,9200531,9411356,9625068,9841604,10060882,10282798,10507241,10734128,10963365,11194773,11428165,11663343,11900152,12138472,12378124,12618921,12860688,13103308,13346634,13590457,13834554,14078714,14322800,14566742,14810565,15054358,15298154,15541914,15785514,16028791,16271558,16513670,16754990,16995482,17235164,17474071,17712220,17949528,18185870,18421101,18655037,18887516,19118433,19347667,19575072,19800497,20023795,"TGO","Africa",1,7304578,0.435,40,137698,592618,730317,7.4,21.2,"II","west africa",TRUE,TRUE,0.40463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,2.66632917775048,1.95593588489417,FALSE,NA,NA
"Tonga","TON",109008,110041,111037,111993,112933,113867,114810,115793,116806,117838,118902,119967,121055,122155,123261,124378,125489,126596,127696,128778,129848,130889,131906,132874,133812,134714,135575,136387,137164,137901,138595,139268,139926,140567,141193,141825,142441,143068,143692,144319,144955,145594,146232,146882,147533,148183,148821,149465,150094,150715,151316,151902,152465,"TON","Oceania",0,106170,0.704,24,3357,5664,9021,14.3,7.5,NA,"free",FALSE,FALSE,0.23801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,5.21132892448915,3.82150201896679,FALSE,NA,NA
"Trinidad and Tobago","TTO",1372598,1375443,1377729,1379418,1380527,1381081,1381161,1380806,1380053,1378913,1377438,1375667,1373659,1371432,1369003,1366384,1363585,1360624,1357502,1354234,1350803,1347219,1343469,1339566,1335486,1331235,1326759,1322051,1317115,1311945,1306542,1300915,1295069,1289006,1282738,1276281,1269644,1262854,1255920,1248858,1241681,1234437,1227120,1219758,1212377,1204978,1197595,1190249,1182957,1175717,1168550,1161456,1154430,"TTO","Americas",0,1360088,0.76,8,15315,166030,181345,7.5,7.5,NA,"free",FALSE,FALSE,0.08352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,78.8662797456244,57.8265669402097,FALSE,NA,NA
"Tunisia","TUN",11659174,11783168,11903136,12018514,12129081,12234744,12335544,12431567,12522733,12609003,12690652,12768070,12841615,12911452,12977761,13041066,13101996,13161033,13218388,13274214,13328717,13382109,13434541,13486103,13536750,13586318,13634522,13681104,13725973,13769036,13809984,13848406,13883996,13916620,13946230,13972644,13995723,14015357,14031513,14044238,14053678,14060038,14063520,14064231,14062297,14057957,14051525,14043260,14033324,14021865,14009094,13995249,13980513,"TUN","Africa",1,11107800,0.698,67,350221,497720,847940,7.4,21.2,"I","endemic",FALSE,FALSE,0.67047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,4.75824781925635,3.48761197915004,FALSE,20.0864734585867,62.516708466562
"Turkey","TUR",81916871,82961805,83835750,84514623,85018678,85404040,85752414,86124851,86538218,86980348,87448212,87930070,88416609,88911982,89420636,89932642,90434305,90915264,91371620,91804610,92215299,92606684,92980818,93337049,93673545,93989970,94286019,94561424,94815952,95049536,95262354,95454730,95626879,95778945,95910848,96022261,96112748,96182060,96230280,96257793,96265026,96252581,96221010,96170780,96102296,96016095,95912763,95792894,95657028,95505818,95340210,95161248,94969861,"TUR","Europe",1,78665830,0.699,73,8882824,3219611,12102435,6.5,6.5,"I","endemic",FALSE,FALSE,0.73887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,15.2287749363948,11.1614623757054,FALSE,24.291168689203,29.2445512669194
"Turkmenistan","TKM",5851466,5942561,6031195,6117011,6199732,6279415,6356285,6430544,6502197,6571312,6638250,6703489,6767418,6830185,6891890,6952813,7013275,7073504,7133597,7193548,7253242,7312505,7371176,7429198,7486499,7542762,7597666,7650906,7702355,7751949,7799479,7844748,7887617,7928000,7965919,8001413,8034620,8065655,8094556,8121398,8146324,8169545,8191235,8211476,8230371,8248118,8264939,8281000,8296416,8311199,8325376,8338910,8351772,"TKM","Asia",1,5373502,0.686,50,358499,187746,546244,14.3,7.5,"III","endemic",FALSE,FALSE,0.50396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,14.9495866790677,10.9568399266939,FALSE,NA,NA
"Tuvalu","TUV",11287,11393,11499,11609,11722,11842,11962,12084,12207,12334,12448,12576,12699,12820,12937,13053,13159,13264,13371,13466,13563,13652,13742,13834,13917,14000,14084,14158,14246,14329,14413,14496,14580,14674,14768,14853,14949,15051,15139,15231,15332,15428,15519,15612,15706,15787,15874,15953,16030,16103,16175,16245,16309,"TUV","Oceania",0,9916,0.583,60,790,279,1069,14.3,7.5,NA,"free",FALSE,FALSE,0.6062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,4.28906019133468,3.14519624826707,FALSE,NA,NA
"Uganda","UGA",44270563,45711874,47187703,48698086,50242802,51822128,53436321,55085460,56769412,58487747,60239885,62025011,63842360,65691400,67571502,69481538,71420257,73386500,75379412,77398346,79442649,81511732,83604961,85721545,87860635,90021613,92203851,94406655,96629120,98870311,101129434,103405702,105698201,108005978,110327825,112662248,115007567,117362214,119724961,122094678,124470067,126849791,129232610,131617241,134002531,136387479,138771165,141152605,143530647,145904061,148271671,150632268,152984654,"UGA","Africa",1,39032383,0.446,16,296444,4425376,4721819,7.4,21.2,"I","east africa",TRUE,TRUE,0.16444,NA,NA,NA,NA,0.46,117,0.37,54,0.1,20,NA,TRUE,NA,FALSE,0,1373844,"mixed",3.36835005022824,2.47073547973886,TRUE,NA,NA
"Ukraine","UKR",44009214,43795220,43579234,43360970,43140411,42916331,42687381,42452647,42211775,41965143,41713547,41458250,41200374,40940211,40678209,40415799,40154711,39896340,39641292,39389725,39141923,38898011,38658013,38422110,38190244,37961907,37736329,37512851,37291242,37071300,36852470,36634116,36415702,36196974,35977762,35757822,35536955,35315013,35091993,34867940,34642919,34417040,34190485,33963469,33736354,33509762,33284454,33061130,32840177,32622044,32407476,32197335,31992330,"UKR","Europe",1,45198200,0.729,70,4846290,2107279,6953569,6.5,6.5,"II","asia",TRUE,FALSE,0.69915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,8.95664582652129,6.56329061578452,FALSE,28.0069288461941,NA
"United Arab Emirates","ARE",9541615,9682088,9813170,9937479,10061874,10186481,10311025,10435287,10559658,10684417,10809007,10932595,11054579,11174712,11293171,11410288,11526564,11642335,11757634,11872175,11985602,12097447,12207333,12315129,12420753,12523948,12624393,12721861,12816225,12907478,12995686,13081004,13163548,13243345,13320401,13394834,13466755,13536292,13603507,13668459,13731274,13792061,13850931,13907962,13963177,14016621,14068299,14118248,14166462,14212988,14257823,14300957,14342412,"ARE","Asia",1,9156963,0.846,86,1044394,92588,1136982,14.3,7.5,NA,"endemic",FALSE,FALSE,0.85804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,66.7448751319502,48.9214170703359,FALSE,33.9600628851743,NA
